Line,x,y,z,lotzeit
_time124_124_1__,422119.003962,212061.651178,2646.11634147,100.75
_time124_124_1__,422120.20829,212062.545379,2645.97648774,97.6
_time124_124_1__,422121.412618,212063.439579,2645.84508742,94.45
_time124_124_1__,422122.616946,212064.333779,2645.79897755,91.35
_time124_124_1__,422123.821274,212065.22798,2645.82909587,88.3
_time124_124_1__,422125.025601,212066.12218,2645.81689133,85.25
_time124_124_1__,422126.229929,212067.016381,2645.70263273,82.3
_time124_124_1__,422127.434279,212067.910552,2645.65729684,79.4
_time124_124_1__,422128.638644,212068.804702,2645.68088342,76.55
_time124_124_1__,422129.843009,212069.698852,2645.77339471,73.85
_time124_124_1__,422131.047375,212070.593002,2645.70437882,71.25
_time124_124_1__,422132.25174,212071.487152,2645.64724428,69
_time124_124_1__,422133.456105,212072.381302,2645.65903444,67.05
_time124_124_1__,422134.660471,212073.275452,2645.73974927,65.4
_time124_124_1__,422135.864836,212074.169602,2645.8128184,64.1
_time124_124_1__,422137.069201,212075.063752,2645.80810322,63.05
_time124_124_1__,422138.273566,212075.957902,2645.72478443,62.1
_time124_124_1__,422139.477932,212076.852052,2645.70092547,61.25
_time124_124_1__,422140.682297,212077.746202,2645.7272514,60.8
_time124_124_1__,422141.886662,212078.640352,2645.7127951,60.4
time_62_,421639.465092,211747.690968,2690.85425496,54
time_62_,421640.894381,211748.146086,2690.74146498,54.9
time_62_,421642.32367,211748.601203,2690.53293304,55.8
time_62_,421643.752959,211749.056321,2690.24165381,57.65
time_62_,421645.182249,211749.511439,2689.9150786,59.5
time_62_,421646.611538,211749.966557,2689.9169903,61.4
time_62_,421648.040827,211750.421674,2689.67751208,63.35
time_62_,421649.470117,211750.876792,2689.33968124,65.3
time_62_,421650.899406,211751.33191,2688.81613102,67.35
time_62_,421652.328695,211751.787027,2688.27275387,69.45
time_62_,421653.757984,211752.242145,2687.80014282,71.55
time_62_,421655.187274,211752.697263,2687.39528581,73.65
time_62_,421656.616563,211753.15238,2686.96264307,75.75
time_62_,421658.045852,211753.607498,2686.46182496,77.85
time_62_,421659.475142,211754.062616,2685.89283169,79.9
time_62_,421660.904431,211754.517734,2685.44901756,82
time_62_,421662.33372,211754.972851,2685.1554477,84.5
time_62_,421663.763009,211755.427969,2685.16763405,87.4
time_62_,421665.192299,211755.883087,2685.10379545,90.7
time_62_,421666.621588,211756.338204,2684.86914874,94.45
time_62_,421668.050877,211756.793322,2684.6938216,98.5
time_62_,421669.480167,211757.24844,2684.5778139,102.45
time_62_,421670.909456,211757.703558,2684.50424393,106.2
time_62_,421672.338745,211758.158675,2684.38327929,109.7
time_62_,421673.768034,211758.613793,2684.20299527,112.85
time_62_,421675.197324,211759.068911,2683.99265095,115.7
time_62_,421676.626613,211759.524028,2683.96903111,118.35
time_62_,421678.055902,211759.979146,2683.99745089,120.85
time_62_,421679.485192,211760.434264,2683.72789833,123.15
time_62_,421680.914481,211760.889382,2683.27331892,125.5
time_62_,421682.34377,211761.344499,2682.78606113,127.8
time_62_,421683.77306,211761.799617,2682.35084222,130.2
time_62_,421685.202349,211762.254735,2681.97145071,132.75
time_62_,421686.631638,211762.709852,2681.60736137,135.4
time_62_,421688.060927,211763.16497,2681.19071106,138.1
time_62_,421689.490217,211763.620088,2680.72150008,140.75
time_62_,421690.919506,211764.075205,2680.31744304,143.4
time_62_,421692.348795,211764.530323,2680.01160475,145.85
time_62_,421693.778085,211764.985441,2679.75728517,148.2
time_62_,421695.207374,211765.440559,2679.71784898,150.45
time_62_,421696.636663,211765.895676,2679.52158232,152.65
time_62_,421698.065952,211766.350794,2679.36955442,154.8
time_62_,421699.495242,211766.805912,2679.26176516,156.95
time_62_,421700.924531,211767.261029,2679.21323996,159.1
time_62_,421702.35382,211767.716147,2679.14430249,161.2
time_62_,421703.78311,211768.171265,2679.03112616,163.35
time_62_,421705.212399,211768.626383,2678.89150015,165.55
time_62_,421706.641688,211769.0815,2678.85647687,167.75
time_62_,421708.070977,211769.536618,2678.85892059,169.95
time_62_,421709.500267,211769.991736,2678.89883131,172.25
time_62_,421710.929556,211770.446853,2678.55013646,174.55
time_62_,421712.358845,211770.901971,2678.16154518,176.85
time_62_,421713.788135,211771.357089,2677.81042078,179.2
time_62_,421715.217424,211771.812206,2677.50805527,181.55
time_62_,421716.646713,211772.267324,2677.26801914,183.85
time_62_,421718.076002,211772.722442,2676.99935869,186.1
time_62_,421719.505292,211773.17756,2676.70207384,188.3
time_62_,421720.934581,211773.632677,2676.42020104,190.35
time_62_,421722.36387,211774.087795,2676.18249765,192.2
time_62_,421723.79316,211774.542913,2675.97601039,193.95
time_62_,421725.222449,211774.99803,2675.7798495,195.45
time_62_,421726.651738,211775.453148,2675.65886571,196.8
time_62_,421728.081027,211775.908266,2675.56305683,198
time_62_,421729.510317,211776.363384,2675.49170498,199.05
time_62_,421730.939606,211776.818501,2675.46888549,200
time_62_,421732.368895,211777.273619,2675.44253516,200.85
time_62_,421733.798185,211777.728737,2675.3917277,201.6
time_62_,421735.227474,211778.183854,2675.32263863,202.3
time_62_,421736.656763,211778.638972,2675.28947229,203
time_62_,421738.086053,211779.09409,2675.27973393,203.7
time_62_,421739.515342,211779.549208,2675.29342358,204.35
time_62_,421740.944631,211780.004325,2675.24337667,205
time_62_,421742.37392,211780.459443,2674.95311595,205.65
time_62_,421743.80321,211780.914561,2674.68628316,206.3
time_62_,421745.232499,211781.369678,2674.45170919,206.95
time_62_,421746.661788,211781.824796,2674.25727201,207.6
time_62_,421748.091078,211782.279914,2674.03681497,208.3
time_62_,421749.520367,211782.735031,2673.79033857,209
time_62_,421750.949656,211783.190149,2673.54887531,209.75
time_62_,421752.378945,211783.645267,2673.33733943,210.55
time_62_,421753.808235,211784.100385,2673.14817702,211.45
time_62_,421755.237524,211784.555502,2672.96113003,212.35
time_62_,421756.666813,211785.01062,2672.67043083,213.35
time_62_,421758.096103,211785.465738,2672.55369615,214.4
time_62_,421759.525392,211785.920855,2672.46350218,215.45
time_62_,421760.954681,211786.375973,2672.44363179,216.55
time_62_,421762.38397,211786.831091,2672.42779985,217.75
time_62_,421763.81326,211787.286209,2672.38542715,219
time_62_,421765.242549,211787.741326,2672.31912134,220.4
time_62_,421766.671838,211788.196444,2672.26977306,221.95
time_62_,421768.101128,211788.651562,2672.24644455,223.65
time_62_,421769.530417,211789.106679,2672.24913579,225.5
time_62_,421770.959706,211789.561797,2672.19869815,227.5
time_62_,421772.388995,211790.016915,2672.08471288,229.65
time_62_,421773.818285,211790.472033,2671.78130874,231.95
time_62_,421775.247574,211790.92715,2671.51968451,234.35
time_62_,421776.676863,211791.382268,2671.32938782,236.75
time_62_,421778.106153,211791.837386,2671.11411309,239.15
time_62_,421779.535442,211792.292503,2670.87386082,241.55
time_62_,421780.964731,211792.747621,2670.61693304,243.95
time_62_,421782.39402,211793.202739,2670.38129917,246.3
time_62_,421783.82331,211793.657856,2670.17116452,248.65
time_62_,421785.252599,211794.112974,2669.97346912,251
time_62_,421786.681888,211794.568092,2669.71257809,253.3
time_62_,421788.111178,211795.02321,2669.43987374,255.55
time_62_,421789.540467,211795.478327,2669.35510281,257.75
time_62_,421790.969756,211795.933445,2669.34321933,259.9
time_62_,421792.399045,211796.388563,2669.34069272,261.95
time_62_,421793.828335,211796.84368,2669.31631349,264
time_62_,421795.257624,211797.298798,2669.2697268,266
time_62_,421796.686913,211797.753916,2669.2239351,268
time_62_,421798.116203,211798.209034,2669.19740413,270
time_62_,421799.545492,211798.664151,2669.19013389,272
time_62_,421800.974781,211799.119269,2669.15538804,273.95
time_62_,421802.404071,211799.574387,2669.08571457,275.95
time_62_,421803.83336,211800.029504,2668.98649801,277.95
time_62_,421805.262649,211800.484622,2668.75587342,279.95
time_62_,421806.691938,211800.93974,2668.5913276,281.95
time_62_,421808.121228,211801.394857,2668.40752137,283.95
time_62_,421809.550517,211801.849975,2668.20445406,285.9
time_62_,421810.979806,211802.305093,2667.98072616,287.7
time_62_,421812.409096,211802.760211,2667.76779298,289.3
time_62_,421813.838385,211803.215328,2667.57202461,290.15
time_62_,421815.267674,211803.670446,2667.38475043,290.9
time_67_,422643.971964,211299.220869,2637.40193307,171.75
time_67_,422644.956232,211298.088961,2637.27412959,171.5
time_67_,422645.9405,211296.957053,2637.17041229,171.25
time_67_,422646.924768,211295.825144,2636.99034197,171.05
time_67_,422647.909036,211294.693236,2636.91078856,170.8
time_67_,422648.837864,211293.516718,2637.36092034,170.55
time_67_,422649.732918,211292.313025,2637.90461899,170.25
time_67_,422650.627972,211291.109331,2638.46841667,169.9
time_67_,422651.523026,211289.905638,2638.9026106,169.35
time_67_,422652.41808,211288.701944,2638.65970991,168.7
time_67_,422653.313134,211287.498251,2638.48660693,168.05
time_67_,422654.208189,211286.294557,2638.38330149,167.4
time_67_,422655.103243,211285.090864,2638.32901257,166.75
time_67_,422655.998297,211283.88717,2638.55587287,166.1
time_67_,422656.893351,211282.683477,2638.90313729,165.55
time_67_,422657.810142,211281.496602,2639.33118837,165
time_67_,422658.750656,211280.328085,2639.84054622,164.65
time_67_,422659.69117,211279.159567,2639.84860978,164.3
time_67_,422660.631684,211277.99105,2639.54174735,163.95
time_67_,422661.572198,211276.822532,2639.27992481,163.55
time_67_,422662.512712,211275.654015,2639.10250271,163.15
time_67_,422663.453226,211274.485497,2639.21819046,162.8
time_67_,422664.393741,211273.31698,2639.57341173,162.5
_time_78_78_1__,422877.737406,211532.186959,2482.00845251,161.6
_time_78_78_1__,422878.421782,211533.521736,2480.05687878,162.6
_time_78_78_1__,422879.106159,211534.856512,2477.88970812,164.55
_time_78_78_1__,422879.790535,211536.191289,2477.9569648,166.5
_time_78_78_1__,422880.474911,211537.526066,2478.50882088,168.5
_time_78_78_1__,422881.159288,211538.860843,2478.90977751,170.45
_time_78_78_1__,422881.843664,211540.195619,2478.79409064,172.45
_time_78_78_1__,422882.528041,211541.530396,2476.95690648,174.1
_time_78_78_1__,422883.212417,211542.865173,2475.33532064,175.45
_time_78_78_1__,422883.896794,211544.19995,2473.92933247,176.55
_time_78_78_1__,422884.58117,211545.534726,2473.21296503,177.6
_time_78_78_1__,422885.265546,211546.869503,2473.10016361,178.7
_time_78_78_1__,422885.949923,211548.20428,2473.0057188,179.75
_time_78_78_1__,422886.634299,211549.539056,2473.10858428,180.7
_time_78_78_1__,422887.318676,211550.873833,2472.28937641,181.5
_time_78_78_1__,422888.003052,211552.20861,2470.76866639,182.15
_time_78_78_1__,422888.687429,211553.543387,2469.07257322,182.8
_time_78_78_1__,422889.371805,211554.878163,2467.20109867,183.45
_time_78_78_1__,422890.056181,211556.21294,2467.32564593,184.1
_time_78_78_1__,422890.740558,211557.547717,2467.79173548,184.75
_time_78_78_1__,422891.424934,211558.882493,2468.08244198,185.35
_time_78_78_1__,422892.109311,211560.21727,2467.8968531,185.8
_time_78_78_1__,422892.793687,211561.552047,2466.19209889,186.2
_time_78_78_1__,422893.478064,211562.886824,2464.66272729,186.6
_time_78_78_1__,422894.16244,211564.2216,2463.30873975,187
_time_78_78_1__,422894.846816,211565.556377,2462.60800622,187.4
_time_78_78_1__,422895.531193,211566.891154,2462.47392059,187.8
_time_78_78_1__,422896.215569,211568.225931,2462.43532733,187.85
_time_78_78_1__,422896.899946,211569.560707,2462.53632648,187.65
_time_78_78_1__,422897.584322,211570.895484,2461.73150111,187.1
_time_78_78_1__,422898.268699,211572.230261,2460.32934672,186.55
_time_78_78_1__,422898.953075,211573.565037,2458.79857345,186
_time_78_78_1__,422899.637451,211574.899814,2457.13917915,185.6
_time_78_78_1__,422900.321828,211576.234591,2457.30650888,184.6
_time_78_78_1__,422901.006204,211577.569368,2457.62231818,182.95
_time_78_78_1__,422901.690581,211578.904144,2457.80950695,180.5
_time_78_78_1__,422902.374957,211580.238921,2457.62351377,178.55
_time_78_78_1__,422903.059334,211581.573698,2456.33881157,177
_time_78_78_1__,422903.74371,211582.908474,2455.18273046,175.95
_time_78_78_1__,422904.428086,211584.243251,2454.15526858,174.85
_time_78_78_1__,422905.112463,211585.578028,2453.61178254,173.8
_time_78_78_1__,422905.796839,211586.912805,2453.54034756,172.7
_time_78_78_1__,422906.481216,211588.247581,2453.53540806,172.15
_time_78_78_1__,422975.602366,211711.033715,2434.27071245,320.05
_time_78_78_1__,422976.384541,211712.313638,2433.86531236,318.75
_time_78_78_1__,422977.166716,211713.593561,2433.42147068,317.45
_time_78_78_1__,422977.948891,211714.873483,2432.93918775,316.15
_time_78_78_1__,422978.731066,211716.153406,2432.90438645,314.9
_time_78_78_1__,422979.513241,211717.433329,2432.9575278,313.65
_time_78_78_1__,422980.295416,211718.713252,2433.0353482,312.4
_time_78_78_1__,422981.077591,211719.993174,2433.07597307,311.2
_time_78_78_1__,422981.859766,211721.273097,2432.47396499,308.85
_time_78_78_1__,422982.641941,211722.55302,2431.90695398,306.4
_time_78_78_1__,422983.422577,211723.833881,2431.37805857,303.8
_time_78_78_1__,422984.201004,211725.116086,2430.93193523,301.2
_time_78_78_1__,422984.979431,211726.398292,2430.93055293,298.55
_time_78_78_1__,422985.757858,211727.680498,2430.88212284,295.95
_time_78_78_1__,422986.536285,211728.962703,2430.88659052,293.3
_time_78_78_1__,422987.314712,211730.244909,2430.81865662,290.7
_time_78_78_1__,422988.093138,211731.527115,2430.19994474,288.05
_time_78_78_1__,422988.871565,211732.80932,2429.52054787,285.4
_time_78_78_1__,422989.649992,211734.091526,2428.78046503,282.7
_time_78_78_1__,422990.428419,211735.373732,2428.30194047,280
_time_78_78_1__,422991.206846,211736.655938,2428.44095178,277.3
_time_78_78_1__,422991.985273,211737.938143,2428.51927751,274.55
_time_78_78_1__,422992.7637,211739.220349,2428.53691787,271.85
_time_78_78_1__,422993.542127,211740.502555,2428.2422678,269.1
_time_78_78_1__,422994.320554,211741.78476,2427.58107011,266.35
_time_78_78_1__,422995.098981,211743.066966,2426.97192478,263.55
_time_78_78_1__,422995.877408,211744.349172,2426.27645759,260.75
_time_78_78_1__,422996.655835,211745.631377,2425.84563334,257.9
_time_78_78_1__,422997.434262,211746.913583,2425.83233319,255
_time_78_78_1__,422998.212689,211748.195789,2425.91404784,252.1
_time_78_78_1__,422998.991116,211749.477995,2426.09077728,249.15
_time_78_78_1__,422999.769543,211750.7602,2425.68510428,246.2
_time_78_78_1__,423000.54797,211752.042406,2424.73218259,243.3
_time_78_78_1__,423001.326397,211753.324612,2423.83680869,240.45
_time_78_78_1__,423002.104824,211754.606817,2423.03645017,237.6
_time_78_78_1__,423002.883251,211755.889023,2422.9071644,234.8
_time_78_78_1__,423003.661678,211757.171229,2422.9600026,232
_time_78_78_1__,423004.440105,211758.453435,2422.90983336,229.3
_time_78_78_1__,423005.218532,211759.73564,2422.80622223,226.6
_time_78_78_1__,423005.996959,211761.017846,2422.30578551,224
_time_78_78_1__,423006.775386,211762.300052,2421.55668044,221.5
_time_78_78_1__,423007.553813,211763.582257,2420.68062964,219.1
_time_78_78_1__,423008.332239,211764.864463,2419.67763228,216.85
_time_78_78_1__,423009.110666,211766.146669,2419.64259281,214.75
_time_78_78_1__,423009.889093,211767.428874,2419.85049875,212.7
_time_78_78_1__,423010.66752,211768.71108,2420.08253035,210.8
_time_78_78_1__,423011.445947,211769.993286,2420.18861892,209
_time_78_78_1__,423012.224374,211771.275492,2419.18174913,207.2
_time_78_78_1__,423013.002801,211772.557697,2418.29597127,205.5
_time_78_78_1__,423013.781228,211773.839903,2417.53713914,203.75
_time_78_78_1__,423014.559655,211775.122109,2416.96327326,202
_time_78_78_1__,423015.338082,211776.404314,2416.87778674,200.25
_time_78_78_1__,423016.116509,211777.68652,2416.78535476,198.45
_time_78_78_1__,423016.894936,211778.968726,2416.82786172,196.65
_time_78_78_1__,423017.673363,211780.250931,2416.79901963,194.75
_time_78_78_1__,423018.45179,211781.533137,2415.89835829,192.85
_time_78_78_1__,423019.230217,211782.815343,2414.86675431,190.85
_time_78_78_1__,423020.008644,211784.097549,2413.70600373,188.8
_time_78_78_1__,423020.787071,211785.379754,2413.09493527,186.7
_time_78_78_1__,423021.565498,211786.66196,2413.36441083,184.5
_time_78_78_1__,423022.343925,211787.944166,2413.50294376,182.3
_time_78_78_1__,423023.122352,211789.226371,2413.51053393,180
_time_78_78_1__,423023.900779,211790.508577,2413.05853393,177.7
_time_78_78_1__,423024.679206,211791.790783,2412.15854429,175.35
_time_78_78_1__,423025.457633,211793.072989,2411.35228109,173
_time_78_78_1__,423026.23606,211794.355194,2410.43977716,170.65
_time_78_78_1__,423027.014487,211795.6374,2409.88590516,168.3
_time_78_78_1__,423027.800344,211796.914947,2409.89599014,165.95
_time_78_78_1__,423028.615221,211798.174303,2410.03381578,163.7
_time_78_78_1__,423029.430098,211799.433658,2410.31038129,161.45
_time_78_78_1__,423030.244975,211800.693013,2409.80436952,159.25
_time_78_78_1__,423031.059852,211801.952368,2408.5592259,157.1
_time_78_78_1__,423031.984089,211803.130704,2407.49938264,155.05
_time_78_78_1__,423032.951483,211804.277067,2406.60626022,153
_time_78_78_1__,423033.918878,211805.42343,2406.15087872,150.95
_time_78_78_1__,423034.886273,211806.569793,2406.13211377,148.8
_time_78_78_1__,423035.853667,211807.716155,2405.98830684,146.6
_time_78_78_1__,423036.821062,211808.862518,2405.98007347,144.2
_time_78_78_1__,423037.788457,211810.008881,2406.11342221,141.75
_time_78_78_1__,423038.755851,211811.155244,2405.17234361,139.15
_time_78_78_1__,423039.723246,211812.301606,2404.07867205,136.4
_time_78_78_1__,423040.690641,211813.447969,2402.92376893,133.55
_time_78_78_1__,423041.658036,211814.594332,2401.9121519,130.55
_time_78_78_1__,423042.62543,211815.740694,2401.71109332,127.4
_time_78_78_1__,423043.592825,211816.887057,2401.77277764,124.1
_time_78_78_1__,423044.56022,211818.03342,2401.6818681,120.7
_time_78_78_1__,423045.527614,211819.179783,2401.55529398,117.15
_time_78_78_1__,423046.495009,211820.326145,2401.35147615,113.5
_time_78_78_1__,423047.462404,211821.472508,2400.39882297,109.85
_time_78_78_1__,423048.429798,211822.618871,2399.26873227,106.25
_time_78_78_1__,423049.397193,211823.765233,2397.96120468,102.75
_time_78_78_1__,423050.364588,211824.911596,2396.61690379,99.45
_time_78_78_1__,423051.331983,211826.057959,2396.84047822,96.35
_time_78_78_1__,423052.299377,211827.204322,2397.00627271,93.5
_time_78_78_1__,423053.266772,211828.350684,2396.99462924,90.9
_time_78_78_1__,423054.234167,211829.497047,2396.80554826,88.55
_time_78_78_1__,423055.201561,211830.64341,2396.09632872,86.4
_time_78_78_1__,423056.168956,211831.789773,2395.16847048,84.5
_time_78_78_1__,423057.136351,211832.936135,2394.04188368,82.8
_time_78_78_1__,423058.103746,211834.082498,2392.71656674,81.3
_time_78_78_1__,423059.07114,211835.228861,2391.50961944,80
_time_78_78_1__,423060.038535,211836.375223,2391.62135872,78.85
_time_78_78_1__,423061.00593,211837.521586,2391.91240246,77.85
_time_78_78_1__,423061.973324,211838.667949,2392.00471714,76.95
_time_78_78_1__,423062.940719,211839.814312,2391.8983022,76.1
_time_78_78_1__,423063.908114,211840.960674,2390.74810136,75.3
_time_78_78_1__,423064.875508,211842.107037,2389.60109875,74.5
_time_78_78_1__,423065.842903,211843.2534,2388.51050494,73.65
_time_78_78_1__,423066.810298,211844.399762,2387.20415327,72.75
_time_78_78_1__,423067.777693,211845.546125,2386.35293815,71.75
_time_78_78_1__,423068.745087,211846.692488,2386.35139587,70.7
_time_78_78_1__,423069.712482,211847.838851,2386.57165031,69.6
_time_78_78_1__,423070.679877,211848.985213,2386.81174892,68.45
_time_78_78_1__,423071.647271,211850.131576,2386.63681412,67.25
_time_78_78_1__,423072.614666,211851.277939,2385.14726341,66
_time_78_78_1__,423073.582061,211852.424302,2383.87950986,64.75
_time_78_78_1__,423074.549455,211853.570664,2382.83355431,63.45
_time_78_78_1__,423075.51685,211854.717027,2381.78314925,62.05
_time_78_78_1__,423076.484245,211855.86339,2381.23348851,60.65
_time_78_78_1__,423077.45164,211857.009752,2381.11579253,59.25
_time_78_78_1__,423078.419034,211858.156115,2381.21722989,57.8
_time_78_78_1__,423079.386429,211859.302478,2381.53779996,56.4
_time_78_78_1__,423080.353824,211860.448841,2381.20162114,54.95
_time_78_78_1__,423081.321218,211861.595203,2379.69193858,53.55
_time_78_78_1__,423082.288613,211862.741566,2378.40138754,52.15
_time_78_78_1__,423083.256008,211863.887929,2377.32996951,50.7
_time_78_78_1__,423084.223402,211865.034291,2376.50243938,49.3
_time_78_78_1__,423085.190797,211866.180654,2376.42537739,47.95
_time_78_78_1__,423086.158192,211867.327017,2376.18298001,46.55
_time_78_78_1__,423087.125587,211868.47338,2376.16770812,45.15
_time_78_78_1__,423088.092981,211869.619742,2376.37956145,43.8
_time_78_78_1__,423089.060376,211870.766105,2375.78041048,43.1
_time_78_78_1__,423090.027771,211871.912468,2374.52524361,42.45
_time_78_78_1__,423090.995165,211873.058831,2373.1577683,41.8
_time_78_78_1__,423091.96256,211874.205193,2372.01741899,41.2
_time_78_78_1__,423092.929955,211875.351556,2371.42880179,40.55
_time_78_78_1__,423093.897349,211876.497919,2371.51601716,39.9
_time_78_78_1__,423094.864744,211877.644281,2371.39386809,39.25
time_80_,423295.943286,211649.075587,2444.79608288,17.2
time_80_,423294.697954,211648.239436,2444.53943109,17.55
time_80_,423293.452622,211647.403285,2444.14593659,17.85
time_80_,423292.20729,211646.567133,2444.0514867,18.2
time_80_,423290.961959,211645.730982,2444.2560809,18.5
time_80_,423289.716627,211644.894831,2444.53713235,18.85
time_80_,423288.471295,211644.05868,2444.29358133,19.15
time_80_,423287.225964,211643.222528,2444.34907591,19.5
time_80_,423285.980632,211642.386377,2444.70361335,20.15
time_80_,423284.7353,211641.550226,2445.30361439,20.75
time_80_,423283.489969,211640.714074,2445.66729986,21.4
time_80_,423282.244637,211639.877923,2445.70420216,22.05
time_80_,423280.999305,211639.041772,2445.36792558,22.7
time_80_,423279.699297,211638.297915,2445.26548217,23.35
time_80_,423278.367665,211637.607439,2445.27271925,24.1
time_80_,423277.036033,211636.916964,2445.0533954,24.9
time_80_,423275.704402,211636.226488,2444.60751175,25.8
time_80_,423274.37277,211635.536012,2444.23443836,26.8
time_80_,423273.041138,211634.845536,2444.3659253,28.05
time_80_,423271.709506,211634.155061,2444.59372287,29.45
time_80_,423270.377874,211633.464585,2444.56628108,31.05
time_80_,423269.046243,211632.774109,2444.21947545,32.8
time_80_,423267.714611,211632.083634,2444.02503516,34.75
time_80_,423266.382979,211631.393158,2444.07996273,36.85
time_80_,423265.051347,211630.702682,2444.38425788,39.25
time_80_,423263.719715,211630.012206,2444.23760199,42
time_80_,423262.388084,211629.321731,2443.70827135,44.95
time_80_,423261.056452,211628.631255,2443.37474805,48.1
time_80_,423259.72482,211627.940779,2443.27019051,51.4
time_80_,423258.393188,211627.250303,2443.22627745,54.85
time_80_,423257.061556,211626.559828,2442.98008297,58.4
time_80_,423255.729925,211625.869352,2442.53160813,62.1
time_80_,423254.398293,211625.178876,2442.19203021,65.85
time_80_,423253.066661,211624.4884,2442.51688619,69.6
time_80_,423251.735029,211623.797925,2442.84155613,73.25
time_80_,423250.403397,211623.107449,2443.04781032,76.95
time_80_,423249.071766,211622.416973,2443.12493527,80.65
time_80_,423247.740134,211621.726497,2443.29430257,84.3
time_80_,423246.408502,211621.036022,2443.59900221,88
time_80_,423245.07687,211620.345546,2444.03903543,91.55
time_80_,423243.745238,211619.65507,2444.14418318,94.9
time_80_,423242.413607,211618.964594,2444.01886107,98.2
time_80_,423241.081975,211618.274119,2443.94576116,101.5
time_80_,423239.750343,211617.583643,2443.92606982,104.75
time_80_,423238.418711,211616.893167,2443.9017278,108
time_80_,423237.087079,211616.202691,2443.82516333,111.2
time_80_,423235.755448,211615.512216,2443.69637652,114.35
time_80_,423234.423816,211614.82174,2443.74011683,117.5
time_80_,423233.092184,211614.131264,2444.25331185,120.6
time_80_,423231.760552,211613.440788,2444.72015675,123.75
time_80_,423230.42892,211612.750313,2445.14065085,126.9
time_80_,423229.097289,211612.059837,2445.54003711,130.05
time_80_,423227.765657,211611.369361,2445.97851345,133.25
time_80_,423226.435508,211610.676062,2446.46033652,136.45
time_80_,423225.111388,211609.971289,2446.97005131,139.7
time_80_,423223.787268,211609.266515,2446.87477463,142.95
time_80_,423222.463148,211608.561742,2446.80372955,146.3
time_80_,423221.139028,211607.856968,2446.76702355,149.65
time_80_,423219.814907,211607.152194,2446.76228769,153.05
time_80_,423218.490787,211606.447421,2446.73817425,156.45
time_80_,423217.166667,211605.742647,2446.67972185,159.95
time_80_,423215.842547,211605.037873,2446.58693042,163.45
time_80_,423214.518427,211604.3331,2446.97616977,167
time_80_,423213.194307,211603.628326,2447.4499137,170.6
time_80_,423211.870187,211602.923553,2447.90424556,174.25
time_80_,423210.546067,211602.218779,2448.33916671,177.95
time_80_,423209.221946,211601.514005,2448.77346379,181.65
time_80_,423207.897826,211600.809232,2449.22879284,185.4
time_80_,423206.573706,211600.104458,2449.69905018,189.15
time_80_,423205.148318,211599.985872,2449.77004132,192.95
time_80_,423203.664492,211600.205556,2449.58681958,196.8
time_80_,423202.180667,211600.425239,2449.39325705,200.6
time_80_,423200.696841,211600.644922,2449.20386463,204.45
time_80_,423199.213015,211600.864606,2449.03836926,208.25
time_80_,423197.729189,211601.084289,2448.8905227,212.1
time_80_,423196.245363,211601.303972,2448.74163201,215.9
time_80_,423194.761537,211601.523656,2448.58663587,219.7
time_80_,423193.277711,211601.743339,2448.40734848,223.5
time_80_,423191.793885,211601.963022,2448.23249864,227.25
time_80_,423190.31006,211602.182706,2448.06208571,231
time_80_,423188.826234,211602.402389,2447.9292562,234.65
time_80_,423187.342408,211602.622072,2447.80821157,238.3
time_80_,423185.858582,211602.841756,2447.6900313,241.85
time_80_,423184.374756,211603.061439,2447.55321352,245.35
time_80_,423182.89093,211603.281122,2447.39270093,248.75
time_80_,423181.407104,211603.500805,2447.23922983,252.1
time_80_,423179.923278,211603.720489,2447.09477426,255.3
time_80_,423178.439452,211603.940172,2446.99097058,258.45
time_80_,423176.955627,211604.159855,2446.88925514,261.45
time_80_,423175.471801,211604.379539,2446.78962743,264.35
time_80_,423173.987975,211604.599222,2446.6711787,267.1
time_80_,423172.504149,211604.818905,2446.55142591,269.7
time_80_,423171.020323,211605.038589,2446.45953052,272.2
time_80_,423169.536497,211605.258272,2446.45018173,274.55
time_80_,423168.052671,211605.477955,2446.42858241,276.8
time_80_,423166.568845,211605.697639,2446.4088103,278.85
time_80_,423165.08502,211605.917322,2446.39086543,280.8
time_80_,423163.601194,211606.137005,2446.37971929,282.65
time_80_,423162.117368,211606.356688,2446.364877,284.35
time_80_,423160.633542,211606.576372,2446.34586454,285.95
time_80_,423159.149716,211606.796055,2446.31502468,287.45
time_80_,423157.66589,211607.015738,2446.28086907,288.85
time_80_,423156.182064,211607.235422,2446.25088359,290.15
time_80_,423154.698238,211607.455105,2446.21960557,291.4
time_80_,423153.214413,211607.674788,2446.16309688,292.6
time_80_,423151.730587,211607.894472,2446.09745836,293.75
time_80_,423150.246761,211608.114155,2446.02269013,294.85
time_80_,423148.762935,211608.333838,2445.96768253,295.95
time_80_,423147.279109,211608.553522,2445.92604922,297
time_80_,423145.795283,211608.773205,2445.89354571,298.1
time_80_,423144.311457,211608.992888,2445.8150171,299.15
time_80_,423142.827631,211609.212572,2445.66397025,300.25
time_80_,423141.343805,211609.432255,2445.49754164,301.35
time_80_,423139.85998,211609.651938,2445.32994965,302.45
time_80_,423138.376154,211609.871621,2445.30026524,303.6
time_80_,423136.892328,211610.091305,2445.26022856,304.8
time_80_,423135.408502,211610.310988,2445.18130678,306
time_80_,423133.924676,211610.530671,2444.95308924,307.2
