x1,y1,G_dgm
422734.214162,211107.083681,2706.18258413
422735.06216,211107.61368,2706.31517377
422735.655762,211108.398606,2706.43463338
422736.187531,211109.245496,2706.52893688
422736.719299,211110.092386,2706.59808426
422737.251067,211110.939276,2706.64207552
422737.782835,211111.786166,2706.66091066
422738.314603,211112.633056,2706.70083638
422738.846371,211113.479946,2706.80099409
422739.378139,211114.326836,2706.89708643
422739.909907,211115.173726,2707.00340874
422740.441676,211116.020616,2707.10345538
422740.973444,211116.867506,2707.19722637
422741.505212,211117.714396,2707.29848242
422742.03698,211118.561286,2707.40722013
422742.568748,211119.408176,2707.50292515
422743.100516,211120.255066,2707.58559748
422743.632284,211121.101956,2707.65523712
422744.164053,211121.948846,2707.71206256
422744.695821,211122.795736,2707.76574861
422745.227589,211123.642626,2707.78795907
422745.759357,211124.489516,2707.75918872
422746.291125,211125.336406,2707.67943757
422746.822893,211126.183296,2707.5487056
422747.354661,211127.030186,2707.36699283
422747.886429,211127.877076,2707.17677263
422748.418198,211128.723966,2706.9570537
422748.949966,211129.570856,2706.66047579
422749.481734,211130.417746,2706.30901554
422750.013502,211131.264636,2705.91120615
422750.54527,211132.111526,2705.46501892
422751.077038,211132.958416,2705.1703558
422751.608806,211133.805306,2705.03783367
422752.140575,211134.652196,2704.91786286
422752.672343,211135.499086,2704.81044336
422753.204111,211136.345976,2704.71557518
422753.735879,211137.192866,2704.63325832
422754.267647,211138.039756,2704.80317937
422754.799415,211138.886646,2705.1079966
422755.331183,211139.733536,2705.37674662
422755.862951,211140.580426,2705.60942944
422756.39472,211141.427316,2705.80604505
422756.926488,211142.274206,2705.96659346
422757.458256,211143.121096,2705.98945459
422757.990024,211143.967986,2705.95818639
422758.521792,211144.814876,2705.94067294
422759.05356,211145.661766,2705.98210386
422759.585328,211146.508656,2706.07678073
422760.117097,211147.355546,2706.16254332
422760.648865,211148.202436,2706.30075731
422761.180633,211149.049326,2706.46685854
422761.712401,211149.896216,2706.63274583
422762.244169,211150.743106,2706.79841918
422762.775937,211151.589996,2706.96387858
422763.307705,211152.436886,2707.12912404
422763.839473,211153.283776,2707.27206866
422764.371242,211154.130666,2707.46971113
422764.90301,211154.977556,2707.66414444
422765.434778,211155.824446,2707.85536862
422765.966546,211156.671336,2708.04338365
422766.498314,211157.518226,2708.22818954
422767.030082,211158.365116,2708.39497799
422767.56185,211159.212006,2708.53958469
422768.093619,211160.058896,2708.66476716
422768.625387,211160.905786,2708.77252565
422769.157155,211161.752676,2708.82052726
422769.688923,211162.599566,2708.67618906
422770.220691,211163.446456,2708.61359134
422770.752459,211164.293346,2708.6673859
422771.284227,211165.140236,2708.73797599
422771.815995,211165.987126,2708.82536162
422772.347764,211166.834016,2708.92954278
422772.879532,211167.680906,2709.1563963
422773.4113,211168.527796,2709.38445296
422773.943068,211169.374686,2709.62808759
422774.474836,211170.221576,2709.92675856
422775.280862,211169.9641,2710.21276949
422776.147048,211169.464378,2710.48612037
422777.013233,211168.964656,2710.75450948
422777.879419,211168.464933,2711.13052737
422778.745604,211167.965211,2711.51930284
422779.61179,211167.465488,2711.92083589
422780.477976,211166.965766,2712.27970269
422781.344161,211166.466043,2712.62437167
422782.210347,211165.966321,2712.95630258
422783.076532,211165.466598,2713.26391506
422783.942718,211164.966876,2713.50743131
422784.808904,211164.467153,2713.74992345
422785.675089,211163.967431,2713.99139147
422786.541275,211163.467709,2714.28611697
422787.40746,211162.967986,2714.58829379
422788.273646,211162.468264,2714.8738604
422789.139831,211161.968541,2715.16527523
422790.006017,211161.468819,2715.51412622
422790.872203,211160.969096,2715.86480111
422791.738388,211160.469374,2716.21729991
422792.604574,211159.969651,2716.48728126
422793.470759,211159.469929,2716.65177166
422794.336945,211158.970206,2716.80714252
422795.203131,211158.470484,2716.92196607
422796.069316,211157.970762,2716.98545996
422796.935502,211157.471039,2717.05867809
422797.801687,211156.971317,2717.14162047
422798.667873,211156.471594,2717.23930542
422799.534058,211155.971872,2717.36198799
422800.400244,211155.472149,2717.48747957
422801.26643,211154.972427,2717.625244
422802.132615,211154.472704,2717.78070539
422802.998801,211153.972982,2717.94427194
422803.864986,211153.473259,2718.11594365
422804.731172,211152.973537,2718.29572052
422805.597358,211152.473815,2718.36379841
422806.463543,211151.974092,2718.42321955
422807.329729,211151.47437,2718.40252058
422808.195914,211150.974647,2718.3308822
422809.0621,211150.474925,2718.27237204
422809.928285,211149.975202,2718.2269901
422810.794471,211149.47548,2718.19473637
422811.660657,211148.975757,2718.18946571
422812.527157,211148.557351,2718.19688672
422813.397179,211149.050364,2718.23848529
422814.267201,211149.543376,2718.30824135
422815.137223,211150.036389,2718.39296904
422816.007245,211150.529402,2718.49266836
422816.877267,211151.022414,2718.60733931
422817.74729,211151.515427,2718.69482855
422818.617312,211152.008439,2718.7293931
422819.487334,211152.501452,2718.71969125
422820.357356,211152.994464,2718.70864732
422821.227378,211153.487477,2718.71084866
422822.097401,211153.98049,2718.72629526
422822.967423,211154.473502,2718.75498711
422823.837445,211154.966515,2718.7982514
422824.707467,211155.459527,2718.85413153
422825.577489,211155.95254,2718.94399528
422826.447511,211156.445552,2719.04683619
422827.317534,211156.938565,2719.15781153
422828.187556,211157.431578,2719.27692129
422829.057578,211157.92459,2719.40416547
422829.9276,211158.417603,2719.53954408
422830.797622,211158.910615,2719.5740781
422831.667645,211159.403628,2719.53516896
422832.537667,211159.89664,2719.50433571
422833.407689,211160.389653,2719.48487504
422834.277711,211160.882666,2719.47678697
422835.147733,211161.375678,2719.48007147
422836.017756,211161.868691,2719.49472857
422836.887778,211162.361703,2719.52105076
422837.7578,211162.854716,2719.58019777
422838.627822,211163.347728,2719.65082465
422839.497844,211163.840741,2719.73293141
422840.367866,211164.333754,2719.82651805
422841.237889,211164.826766,2719.93158456
422842.107911,211165.319779,2720.04813094
422842.977933,211165.812791,2720.14214222
422843.847955,211166.305804,2720.16845885
422844.717977,211166.798816,2720.21651604
422845.588,211167.291829,2720.2863138
422846.458022,211167.784842,2720.37785212
422847.328044,211168.277854,2720.491131
422848.198066,211168.770867,2720.62615045
422849.068088,211169.263879,2720.79534727
422849.938111,211169.756892,2721.03378254
422850.808133,211170.249904,2721.29842548
422851.678155,211170.742917,2721.58927609
422852.548177,211171.23593,2721.90633436
422853.418199,211171.728942,2722.24960031
422854.288221,211172.221955,2722.61907392
422855.158244,211172.714967,2722.96326403
422856.028266,211173.20798,2722.99294521
422856.811349,211173.826254,2723.02139922
422857.577541,211174.468866,2723.06941876
422858.343732,211175.111479,2723.13700383
422859.109924,211175.754091,2723.22415443
422859.876116,211176.396703,2723.33087057
422860.642307,211177.039315,2723.45637983
422861.408499,211177.681928,2723.56904235
422862.17469,211178.32454,2723.68862148
422862.940882,211178.967152,2723.82447921
422863.707073,211179.609764,2723.97661554
422864.473265,211180.252377,2724.14503047
422865.239456,211180.894989,2724.329724
422866.005648,211181.537601,2724.39396756
422866.771839,211182.180213,2724.26930021
422867.538031,211182.822826,2724.05056937
422868.304222,211183.465438,2723.85225262
422869.070414,211184.10805,2723.67434996
422869.836606,211184.750662,2723.51686138
422870.602797,211185.393275,2723.37978689
422871.368989,211186.035887,2723.26780823
422872.13518,211186.678499,2723.1677674
422872.901372,211187.321112,2723.09831734
422873.667563,211187.963724,2723.0458969
422874.433755,211188.606336,2723.01050608
422875.199946,211189.248948,2722.99214488
422875.966138,211189.891561,2722.9908133
422876.732329,211190.534173,2722.93825977
422877.498521,211191.176785,2722.85389983
422878.264713,211191.819397,2722.83030056
422879.030904,211192.46201,2722.80402488
422879.797096,211193.104622,2722.76731294
422880.563287,211193.747234,2722.72016476
422881.329479,211194.389846,2722.66258033
422882.09567,211195.032459,2722.66113521
422882.861862,211195.675071,2722.66132752
422883.628053,211196.317683,2722.70140856
422884.394245,211196.960295,2722.7604109
422885.160436,211197.602908,2722.81144462
422885.926628,211198.24552,2722.85450973
422886.69282,211198.888132,2722.88960622
422887.459011,211199.530745,2723.09617849
422888.225203,211200.173357,2723.30796636
422888.991394,211200.815969,2723.57646565
422889.757586,211201.458581,2723.94001993
422890.523777,211202.101194,2724.30532984
422891.289969,211202.743806,2724.67239537
422892.05616,211203.386418,2725.04569312
422892.822352,211204.02903,2725.52598243
422893.588543,211204.671643,2726.01101194
422894.354735,211205.314255,2726.50799282
422895.120926,211205.956867,2727.04861499
422895.887118,211206.599479,2727.58506266
422896.65331,211207.242092,2728.11733583
422897.419501,211207.884704,2728.66411088
422898.185693,211208.527316,2729.31184574
422898.951884,211209.169928,2729.93873736
422899.718076,211209.812541,2730.54478574
422900.484267,211210.455153,2731.10369854
422901.250459,211211.097765,2731.64790894
422901.591876,211212.019126,2732.18134171
422901.876474,211212.977773,2732.72045035
422902.161072,211213.93642,2733.29830458
422902.445671,211214.895067,2733.86066048
422902.730269,211215.853714,2734.40751807
422903.014867,211216.812361,2734.93301701
422903.299465,211217.771007,2735.43862977
422903.584064,211218.729654,2736.01624771
422903.868662,211219.688301,2736.62480094
422904.15326,211220.646948,2737.31671923
422904.437859,211221.605595,2738.01040143
422904.722457,211222.564242,2738.69522965
422905.007055,211223.522889,2739.35099975
422905.291653,211224.481536,2739.99772494
422905.576252,211225.440182,2740.63540524
422905.86085,211226.398829,2741.26404063
422906.145448,211227.357476,2741.88363113
422906.430047,211228.316123,2742.48737006
422906.714645,211229.27477,2743.05847058
422906.999243,211230.233417,2743.6148424
422907.283841,211231.192064,2744.15648551
422907.56844,211232.15071,2744.68339992
422907.853038,211233.109357,2745.19558562
422908.137636,211234.068004,2745.7077031
422908.422235,211235.026651,2746.32164207
422908.706833,211235.985298,2746.93976191
422908.991431,211236.943945,2747.60164942
422909.276029,211237.902592,2748.3521395
422909.560628,211238.861238,2749.08056839
422909.845226,211239.819885,2749.78193654
422910.129824,211240.778532,2750.38443596
422910.414423,211241.737179,2750.96915528
422910.699021,211242.695826,2751.53609448
422910.983619,211243.654473,2752.08525358
422911.268217,211244.61312,2752.61663258
422911.552816,211245.571767,2753.12040682
422911.837414,211246.530413,2753.54357524
422912.122012,211247.48906,2753.94706687
422912.406611,211248.447707,2754.33101132
422912.691209,211249.406354,2754.69540858
422912.975807,211250.365001,2755.04025864
422913.260405,211251.323648,2755.36556152
422913.545004,211252.282295,2755.64857359
422913.829602,211253.240941,2755.91406084
422914.1142,211254.199588,2756.16980756
422914.398799,211255.158235,2756.42558947
422914.683397,211256.116882,2756.6802419
422914.967995,211257.075529,2756.93376486
422915.252593,211258.034176,2757.27154288
422915.537192,211258.992823,2757.61300685
422915.82179,211259.95147,2757.94524374
422916.106388,211260.910116,2758.26825355
422916.390987,211261.868763,2758.58203629
422916.675585,211262.82741,2758.89991342
422916.960183,211263.786057,2759.24390258
422917.244782,211264.744704,2759.5879079
422917.52938,211265.703351,2759.92609279
422917.813978,211266.661998,2760.25845725
422918.098576,211267.620644,2760.58500127
422918.383175,211268.579291,2760.90572485
422918.667773,211269.537938,2761.37358577
422918.952371,211270.496585,2761.90757552
422919.23697,211271.455232,2762.59422324
422919.521568,211272.413879,2763.2996758
422919.806166,211273.372526,2764.00995596
422920.090764,211274.331173,2764.72506371
422920.375363,211275.289819,2765.46171495
422920.659961,211276.248466,2766.21056652
422920.944559,211277.207113,2766.96395421
422921.229158,211278.16576,2767.72187801
422921.513756,211279.124407,2768.48693094
422921.798354,211280.083054,2769.29557325
422922.082952,211281.041701,2769.99124021
422922.367551,211282.000347,2770.60054869
422922.652149,211282.958994,2771.19204973
422922.936747,211283.917641,2771.76574334
422923.221346,211284.876288,2772.32162951
422923.505944,211285.834935,2772.85970826
422923.790542,211286.793582,2773.34418783
422924.07514,211287.752229,2773.77956192
422924.359739,211288.710876,2774.1877449
422924.644337,211289.669522,2774.60152971
422924.928935,211290.628169,2775.02091635
422925.213534,211291.586816,2775.44590481
422925.498132,211292.545463,2775.85347217
422925.78273,211293.50411,2776.23322155
422926.067328,211294.462757,2776.6046365
422926.351927,211295.421404,2776.96771703
422926.636525,211296.38005,2777.32524454
422926.921123,211297.338697,2777.68092411
422927.205722,211298.297344,2778.00298583
422927.49032,211299.255991,2778.27839059
422927.774918,211300.214638,2778.54114341
422928.059516,211301.173285,2778.79124431
422928.344115,211302.131932,2779.02869327
422928.628713,211303.090579,2779.2534903
422928.913311,211304.049225,2779.52903705
422928.835691,211305.001866,2779.95944111
422928.519463,211305.950549,2780.42448135
422928.203235,211306.899232,2780.87484752
422927.887008,211307.847915,2781.31053965
422927.57078,211308.796599,2781.73155772
422927.254552,211309.745282,2782.13954933
422926.938324,211310.693965,2782.53416743
422926.622097,211311.642649,2782.91062286
422926.305869,211312.591332,2783.26891561
422925.989641,211313.540015,2783.62324756
422925.673413,211314.488699,2783.97051947
422925.357186,211315.437382,2784.32684984
422925.040958,211316.386065,2784.7406111
422924.72473,211317.334748,2785.15190392
422924.408502,211318.283432,2785.56072828
422924.092274,211319.232115,2785.9670842
422923.776047,211320.180798,2786.37097168
422923.459819,211321.129482,2786.78195736
422923.143591,211322.078165,2787.24572871
422922.827363,211323.026848,2787.69869136
422922.511136,211323.975532,2788.13757201
422922.194908,211324.924215,2788.56237068
422921.87868,211325.872898,2788.97308735
422921.562452,211326.821581,2789.36436124
422921.246225,211327.770265,2789.71149516
422920.929997,211328.718948,2790.05594203
422920.613769,211329.667631,2790.3979364
422920.297541,211330.616315,2790.75859284
422919.981314,211331.564998,2791.11088753
422919.665086,211332.513681,2791.45665018
422919.348858,211333.462364,2791.82353475
422919.03263,211334.411048,2792.18880708
422918.716402,211335.359731,2792.55246718
422918.400175,211336.308414,2792.91451505
422918.083947,211337.257098,2793.27495069
422917.767719,211338.205781,2793.63603936
422917.451491,211339.154464,2793.99617754
422917.135264,211340.103148,2794.36285574
422916.819036,211341.051831,2794.73607396
422916.502808,211342.000514,2795.1158322
422916.18658,211342.949197,2795.50213045
422915.870353,211343.897881,2795.89496873
422915.554125,211344.846564,2796.29475311
422915.237897,211345.795247,2796.70102299
422914.921669,211346.743931,2797.11779982
422914.605442,211347.692614,2797.54833012
422914.289214,211348.641297,2797.98356959
422913.972986,211349.589981,2798.42351824
422913.656758,211350.538664,2798.81373505
422913.34053,211351.487347,2799.19002158
422913.024303,211352.43603,2799.55910317
422912.708075,211353.384714,2799.9209798
422912.391847,211354.333397,2800.27565147
422912.075619,211355.28208,2800.62019652
422911.759392,211356.230764,2800.93305869
422911.49263,211357.191509,2801.24183881
422911.336667,211358.179272,2801.55265016
422911.180705,211359.167035,2801.86549274
422911.024742,211360.154798,2802.18036656
422910.86878,211361.142561,2802.49727161
422910.712817,211362.130324,2802.81766391
422910.556855,211363.118087,2803.13277894
422910.400892,211364.10585,2803.43537513
422910.244929,211365.093613,2803.73018267
422910.088967,211366.081376,2804.02092774
422909.933004,211367.069139,2804.30761035
422909.777042,211368.056902,2804.57785669
422909.621079,211369.044665,2804.83745281
422909.465117,211370.032428,2805.09166571
422909.309154,211371.02019,2805.34049539
422909.153191,211372.007953,2805.58394185
422908.997229,211372.995716,2805.84316371
422908.841266,211373.983479,2806.15197265
422908.685304,211374.971242,2806.48447731
422908.529341,211375.959005,2806.81456818
422908.373378,211376.946768,2807.14224526
422908.217416,211377.934531,2807.46750854
422908.061453,211378.922294,2807.79035802
422907.905491,211379.910057,2808.1116013
422907.749528,211380.89782,2808.42704656
422907.593566,211381.885583,2808.75085309
422907.437603,211382.873346,2809.07116599
422907.28164,211383.861109,2809.38727069
422907.414592,211384.707664,2809.69916719
422908.289778,211385.19145,2810.0067022
422909.164965,211385.675235,2810.31233749
422910.040152,211386.15902,2810.61702548
422910.915338,211386.642806,2810.92076618
422911.790525,211387.126591,2811.22680346
422912.665712,211387.610377,2811.55752278
422913.540899,211388.094162,2811.88620563
422914.416085,211388.577947,2812.21266351
422915.291272,211389.061733,2812.53648899
422916.166459,211389.545518,2812.85768207
422917.041645,211390.029303,2813.17624274
422917.916832,211390.513089,2813.492171
422918.792019,211390.996874,2813.80180161
422919.667205,211391.480659,2814.10554601
422920.542392,211391.964445,2814.41386378
422921.417579,211392.44823,2814.72250947
422922.292765,211392.932016,2815.03148306
422923.167952,211393.415801,2815.34078457
422924.043139,211393.899586,2815.64363242
422924.918325,211394.383372,2815.93040129
422925.793512,211394.867157,2816.21438292
422926.668699,211395.350942,2816.49557729
422927.543885,211395.834728,2816.79664794
422928.419072,211396.318513,2817.13145765
422929.294259,211396.802299,2817.48129711
422930.169445,211397.286084,2817.85986109
422931.044632,211397.769869,2818.23643028
422931.919819,211398.253655,2818.61100467
422932.795005,211398.73744,2818.98358426
422933.670192,211399.221225,2819.35416906
422934.545379,211399.705011,2819.71928414
422935.420565,211400.188796,2820.07027782
422936.295752,211400.672581,2820.41910874
422937.170939,211401.156367,2820.76553615
422938.046125,211401.640152,2821.10956005
422938.921312,211402.123938,2821.45118044
422939.796499,211402.607723,2821.79039732
422940.671686,211403.091508,2822.13165523
422941.546872,211403.575294,2822.47217731
422942.422059,211404.059079,2822.82770001
422943.297246,211404.542864,2823.23195771
422944.172432,211405.02665,2823.6409102
422945.047619,211405.510435,2824.05455748
422945.922806,211405.99422,2824.44617734
422946.797992,211406.478006,2824.83758177
422947.673179,211406.961791,2825.23986279
422948.548366,211407.445577,2825.65302039
422949.423552,211407.929362,2826.07705458
422950.298739,211408.413147,2826.48592193
422951.173926,211408.896933,2826.889924
422952.049112,211409.380718,2827.28115453
422952.924299,211409.864503,2827.66367817
422953.799486,211410.348289,2828.03749494
422954.674672,211410.832074,2828.40260484
422955.549859,211411.315859,2828.75900785
422956.425046,211411.799645,2829.0927762
422957.300232,211412.28343,2829.38677061
422958.175419,211412.767216,2829.69733785
422959.050606,211413.251001,2830.01856658
422959.606854,211412.952623,2830.35045679
422959.894202,211411.994797,2830.69300848
422960.181549,211411.036971,2831.04959568
422960.468897,211410.079144,2831.51174149
422960.756245,211409.121318,2831.96109352
422961.043593,211408.163492,2832.39524412
422961.330941,211407.205666,2832.80324547
422961.618289,211406.247839,2833.20662684
422961.905637,211405.290013,2833.60538824
422962.192985,211404.332187,2833.99783484
422962.480333,211403.37436,2834.38086929
422962.76768,211402.416534,2834.75443
422963.055028,211401.458708,2835.11851694
422963.342376,211400.500882,2835.47313013
422963.629724,211399.543055,2835.85164363
422963.917072,211398.585229,2836.273718
422964.20442,211397.627403,2836.71613662
422964.491768,211396.669576,2837.15473956
422964.779116,211395.71175,2837.5895268
422965.066464,211394.753924,2838.02049836
422965.353811,211393.796098,2838.44765423
422965.641159,211392.838271,2838.87166778
422965.928507,211391.880445,2839.27735509
422966.215855,211390.922619,2839.61956095
422966.503203,211389.964792,2839.95879431
422966.790551,211389.006966,2840.29505519
422967.077899,211388.04914,2840.62834358
422967.365247,211387.091314,2840.96145171
422967.652595,211386.133487,2841.34225631
422967.939942,211385.175661,2841.72356567
422968.22729,211384.217835,2842.10537979
422968.514638,211383.260008,2842.48769868
422968.801986,211382.302182,2842.87052232
422969.089334,211381.344356,2843.25016351
422969.376682,211380.38653,2843.62865129
422969.66403,211379.428703,2844.0067633
422969.951378,211378.470877,2844.39268409
422970.238725,211377.513051,2844.78293718
422970.526073,211376.555224,2845.20445502
422970.813421,211375.597398,2845.6482186
422971.100769,211374.639572,2846.08976124
422971.388117,211373.681746,2846.52908291
422971.675465,211372.723919,2846.96618364
422971.962813,211371.766093,2847.40411153
422972.250161,211370.808267,2847.87756754
422972.537509,211369.85044,2848.35189682
422972.824856,211368.892614,2848.82709936
422973.112204,211367.934788,2849.27131852
422973.399552,211366.976962,2849.70038871
422973.6869,211366.019135,2850.12320817
422973.974248,211365.061309,2850.53977692
422974.261596,211364.103483,2850.95009495
422974.548944,211363.145656,2851.42561829
422974.836292,211362.18783,2851.99030772
422975.12364,211361.230004,2852.58195209
422975.410987,211360.272178,2853.16475354
422975.698335,211359.314351,2853.73871206
422975.985683,211358.356525,2854.30382766
422976.273031,211357.398699,2854.86010033
422976.560379,211356.440872,2855.39982765
422976.847727,211355.483046,2855.9232693
422977.135075,211354.52522,2856.43563357
422977.422423,211353.567394,2856.94033151
422977.709771,211352.609567,2857.43736314
422977.997118,211351.651741,2857.92672844
422978.284466,211350.693915,2858.43739736
422978.571814,211349.736088,2858.98565903
422978.859162,211348.778262,2859.53460092
422979.14651,211347.820436,2860.08422303
422979.433858,211346.86261,2860.66216668
422979.721206,211345.904783,2861.27815995
422980.008554,211344.946957,2861.88499792
422980.295901,211343.989131,2862.47795209
422980.583249,211343.031304,2863.06783606
422980.870597,211342.073478,2863.65464982
422981.157945,211341.115652,2864.23839338
422981.445293,211340.157826,2864.81906673
422981.732641,211339.199999,2865.4090505
422982.019989,211338.242173,2866.01888707
422982.307337,211337.284347,2866.48762099
422982.594685,211336.32652,2866.9565614
422982.882032,211335.368694,2867.4257083
422983.16938,211334.410868,2867.89508573
422983.456728,211333.453042,2868.37628169
422983.744076,211332.495215,2868.85735141
422984.031424,211331.537389,2869.33829487
422984.318772,211330.579563,2869.81911208
422984.60612,211329.621736,2870.29980304
422984.893468,211328.66391,2870.77280626
422985.180816,211327.706084,2871.24588571
422985.468163,211326.748258,2871.71908391
422985.913322,211326.169283,2872.19240088
422986.795675,211326.639871,2872.66583661
422987.678027,211327.110459,2873.1288706
422988.56038,211327.581048,2873.59174716
422989.442733,211328.051636,2874.05460446
422990.325086,211328.522224,2874.5174425
422991.207439,211328.992812,2874.98026129
422992.089792,211329.4634,2875.39720239
422992.972145,211329.933989,2875.8132407
422993.854498,211330.404577,2876.22934107
422994.736851,211330.875165,2876.6455035
422995.619204,211331.345753,2877.06172798
422996.501557,211331.816342,2877.43778368
422997.38391,211332.28693,2877.81232663
422998.266263,211332.757518,2878.18651545
422999.148616,211333.228106,2878.56035012
423000.030969,211333.698695,2878.93383065
423000.913322,211334.169283,2879.32359552
423001.795675,211334.639871,2879.71430897
423002.678027,211335.110459,2880.105368
423003.56038,211335.581048,2880.49677262
423004.442733,211336.051636,2880.88852282
423005.325086,211336.522224,2881.23979818
423006.207439,211336.992812,2881.58870138
423007.089792,211337.4634,2881.93705678
423007.631311,211338.18629,2882.28486439
423007.823726,211339.167604,2882.6321242
423008.01614,211340.148918,2883.01450495
423008.208555,211341.130231,2883.39945677
423008.400969,211342.111545,2883.78510404
423008.593384,211343.092859,2884.17144675
423008.785798,211344.074173,2884.55848491
423008.978213,211345.055486,2884.90941268
423009.170627,211346.0368,2885.25773217
423009.363041,211347.018114,2885.6056911
423009.555456,211347.999428,2885.95328947
423009.74787,211348.980741,2886.30052727
423009.940285,211349.962055,2886.74578974
423010.132699,211350.943369,2887.19834588
423010.325114,211351.924683,2887.65128611
423010.517528,211352.905996,2888.10461045
423010.709943,211353.88731,2888.55831888
423010.902357,211354.868624,2888.99631854
423011.094772,211355.849938,2889.43244566
423011.287186,211356.831251,2889.86793725
423011.479601,211357.812565,2890.30279331
423011.672015,211358.793879,2890.73701384
423011.864429,211359.775193,2891.18102241
423012.056844,211360.756506,2891.62598668
423012.249258,211361.73782,2892.07101728
423012.441673,211362.719134,2892.51611422
423012.634087,211363.700448,2892.96127749
423012.826502,211364.681761,2893.37404054
423013.018916,211365.663075,2893.78296951
423013.211331,211366.644389,2894.19118056
423013.403745,211367.625703,2894.5986737
423013.59616,211368.607016,2895.00544893
423013.788574,211369.58833,2895.43653476
423013.980989,211370.569644,2895.87080134
423014.173403,211371.550958,2896.30565317
423014.365817,211372.532271,2896.74109024
423014.558232,211373.513585,2897.17711256
423014.750646,211374.494899,2897.559435
423014.943061,211375.476213,2897.93513897
423015.135475,211376.457526,2898.31044386
423015.32789,211377.43884,2898.68534968
423015.520304,211378.420154,2899.05985641
423015.712719,211379.401468,2899.50427205
423015.905133,211380.382781,2899.95807956
423016.097548,211381.364095,2900.41255149
423016.289962,211382.345409,2900.86768784
423016.482377,211383.326723,2901.3234886
423016.674791,211384.308036,2901.73050489
423016.867205,211385.28935,2902.13858918
423017.05962,211386.270664,2902.54900849
423017.252034,211387.251978,2902.95983865
423017.444449,211388.233291,2903.37107966
423017.636863,211389.214605,2903.8466278
423017.829278,211390.195919,2904.3310289
423018.021692,211391.177233,2904.81500418
423018.214107,211392.158546,2905.29855363
423018.406521,211393.13986,2905.78167726
423018.598936,211394.121174,2906.23202265
423018.79135,211395.102488,2906.67747765
423018.983765,211396.083801,2907.22973963
423019.176179,211397.065115,2907.82669768
423019.368593,211398.046429,2908.42443699
423019.561008,211399.027743,2909.06512337
423019.753422,211400.009056,2909.72135633
423019.945837,211400.99037,2910.37502654
423020.138251,211401.971684,2911.02613398
423020.330666,211402.952998,2911.67467867
423020.52308,211403.934311,2912.31732975
423020.715495,211404.915625,2912.95419459
423020.907909,211405.896939,2913.59021306
423021.100324,211406.878253,2914.22538517
423021.292738,211407.859566,2914.85971092
423021.485153,211408.84088,2915.49498695
423021.677567,211409.822194,2916.14289069
423021.869981,211410.803508,2916.78982851
423022.062396,211411.784821,2917.43571874
423022.688593,211412.513199,2918.08056137
423023.44785,211413.16399,2918.72435641
423024.207107,211413.814781,2919.35730005
423024.966363,211414.465573,2919.98700328
423025.72562,211415.116364,2920.61483031
423026.484876,211415.767156,2921.24078114
423027.244133,211416.417947,2921.86485576
423028.00339,211417.068738,2922.45571407
423028.762646,211417.71953,2923.02254296
423029.521903,211418.370321,2923.58629416
423030.281159,211419.021112,2924.14696769
423031.040416,211419.671904,2924.70456355
423031.799673,211420.322695,2925.25024098
423032.614972,211420.634957,2925.775669
423033.543449,211420.263567,2926.30335792
423034.471925,211419.892176,2926.83330775
423035.400402,211419.520785,2927.36551849
423036.328879,211419.149395,2927.9018333
423037.257356,211418.778004,2928.47912735
423038.185832,211418.406613,2929.05268084
423039.114309,211418.035223,2929.62249377
423040.042786,211417.663832,2930.18856614
423040.971262,211417.292441,2930.75089794
423041.899739,211416.921051,2931.28501238
423042.828216,211416.54966,2931.80864025
423043.756692,211416.178269,2932.3294035
423044.685169,211415.806879,2932.84730215
423045.613646,211415.435488,2933.3623362
423046.542122,211415.064097,2933.90841974
423047.470599,211414.692707,2934.49228164
423048.399076,211414.321316,2935.07920938
423049.327552,211413.949925,2935.66920297
423050.256029,211413.578535,2936.26226239
423051.184506,211413.207144,2936.85422166
423052.112983,211412.835753,2937.42901884
423053.041459,211412.464363,2937.9992587
423053.969936,211412.092972,2938.56494123
423054.878856,211412.353583,2939.12606642
423055.782594,211412.781669,2939.68263429
423056.686332,211413.209755,2940.33170437
423057.59007,211413.637842,2940.98907788
423058.493807,211414.065928,2941.64803758
423059.397545,211414.494014,2942.30858347
423060.301283,211414.922101,2942.97553591
423061.205021,211415.350187,2943.68539365
423062.108759,211415.778273,2944.38225029
423063.012497,211416.20636,2945.07202828
423063.916235,211416.634446,2945.75472761
423064.819972,211417.062532,2946.43034828
423065.72371,211417.490619,2947.0932507
423066.627448,211417.918705,2947.7414358
423067.531186,211418.346792,2948.38486233
423068.434924,211418.774878,2949.0235303
423069.338662,211419.202964,2949.65743971
423070.242399,211419.631051,2950.28393323
423071.146137,211420.059137,2950.88092831
423072.049875,211420.487223,2951.47078555
423072.953613,211420.91531,2952.05350494
423073.857351,211421.343396,2952.62908649
423074.761089,211421.771482,2953.20572667
423075.664826,211422.199569,2953.76309663
423076.568564,211422.627655,2954.31660736
423077.472302,211423.055741,2954.8716451
423078.37604,211423.483828,2955.42820984
423079.279778,211423.911914,2955.98630158
423080.183516,211424.34,2956.517531
423081.087253,211424.768087,2957.02120402
423081.990991,211425.196173,2957.51914192
423082.894729,211425.624259,2958.01134467
423083.798467,211426.052346,2958.2125362
423084.702205,211426.480432,2958.4351289
423085.605943,211426.908518,2958.73369428
423086.50968,211427.336605,2959.0289005
423087.413418,211427.764691,2959.32074754
423088.317156,211428.192777,2959.60923541
