x_450000,y_5000000,G_DGM10m
425603.742626,211056.778842,2725.44195114
425604.580743,211054.962924,2725.95455879
425605.418859,211053.147005,2726.48076591
425606.256975,211051.331086,2727.0205725
425607.095092,211049.515167,2727.59151452
425607.933208,211047.699249,2728.21330173
425608.771324,211045.88333,2728.8314847
425609.117224,211043.922052,2729.17150551
425609.400067,211041.942153,2729.4748978
425609.682909,211039.962254,2729.78376885
425608.146651,211039.16199,2729.09392286
425606.223603,211038.612548,2728.1043175
425604.300555,211038.063106,2727.1005295
425602.344064,211037.662015,2726.03294698
425600.371277,211037.333217,2724.93158447
425598.400404,211036.995922,2723.87602791
425596.477356,211036.44648,2722.89423168
425594.554308,211035.897038,2721.90843191
425592.63126,211035.347595,2720.9186286
425590.909428,211036.224456,2719.79859007
425589.213431,211037.284454,2718.68918335
425587.517435,211038.344452,2717.62088989
425585.821438,211039.40445,2716.57366386
425585.683185,211041.205278,2716.35431457
425585.931254,211043.189834,2716.38066614
425586.179324,211045.17439,2716.40862588
425586.427393,211047.158945,2716.43819379
425586.675463,211049.143501,2716.46936988
425586.923532,211051.128057,2716.52975254
425587.171601,211053.112613,2716.60744604
425585.626667,211053.073706,2715.80607095
425583.686382,211052.588635,2714.80267716
425581.746097,211052.103564,2713.78955452
425579.86657,211051.475499,2712.8047221
425578.170573,211050.415501,2711.99518445
425576.474577,211049.355504,2711.2173768
425574.77858,211048.295506,2710.44141271
425573.201281,211047.122771,2709.70253072
425572.229996,211045.374456,2709.24798926
425571.25871,211043.626142,2708.77175706
425570.287424,211041.877827,2708.27383411
425569.316138,211040.129513,2707.85819018
425568.583985,211038.276003,2707.70632239
425567.95153,211036.378636,2707.59537835
425567.319074,211034.48127,2707.47362961
425566.729451,211032.570177,2707.35977246
425566.141279,211030.658619,2707.2364145
425565.553108,211028.747061,2707.11575973
425564.964936,211026.835503,2707.00578805
425564.376764,211024.923945,2706.90268419
425563.8995,211023.019824,2706.85087409
425564.737616,211021.203905,2707.32412165
425565.575732,211019.387986,2707.79498463
425566.413849,211017.572067,2708.2738242
425567.251965,211015.756149,2708.74886632
425568.090081,211013.94023,2709.220111
425568.928198,211012.124311,2709.68755823
425570.446587,211010.86441,2710.39900073
425572.059397,211009.681682,2711.18821769
425573.672207,211008.498955,2711.94860373
425575.285017,211007.316228,2712.68864793
425576.897827,211006.1335,2713.40835027
425578.510637,211004.950773,2714.10771075
425580.123447,211003.768046,2714.79460462
425581.736257,211002.585318,2715.54432757
425583.338514,211001.388361,2716.24665063
425584.938514,211000.188361,2716.90529761
425586.538514,210998.988361,2717.59172182
425588.138514,210997.788361,2718.27453497
425589.805912,210996.690936,2718.9712962
425591.542398,210995.698658,2719.8449576
425593.278884,210994.70638,2720.71582211
425595.015519,210993.71438,2721.5631052
425596.804374,210992.819952,2722.41769456
425598.593228,210991.925525,2723.25030736
425600.382082,210991.031098,2724.09903791
425601.953736,210989.99345,2724.93934278
425602.07118,210987.996901,2724.98338533
425602.188624,210986.000352,2725.02591429
425602.306068,210984.003803,2725.06692964
425602.423512,210982.007255,2725.10643138
425602.540956,210980.010706,2725.14441952
425602.6584,210978.014157,2725.17922182
425602.775845,210976.017608,2725.21262823
425603.622317,210974.258651,2725.63771263
425604.703832,210972.576294,2726.17990669
425605.785348,210970.893937,2726.71134191
425606.866863,210969.21158,2727.24459342
425607.948378,210967.529223,2727.77090596
425609.029893,210965.846866,2728.27224487
425610.111408,210964.164509,2728.76327639
425611.641327,210963.059193,2729.66038731
425613.538693,210962.426737,2730.79230463
425615.43606,210961.794282,2731.91845631
425615.794527,210960.05265,2732.05448661
425615.794527,210958.05265,2732.01200667
425615.794527,210956.05265,2731.97091448
425615.794527,210954.05265,2731.9298223
425617.087198,210952.588092,2732.60182945
425618.515715,210951.19037,2733.31824748
425620.115715,210949.99037,2734.12251205
425621.715715,210948.79037,2735.22599116
425623.440187,210947.779808,2736.37897266
425625.176673,210946.78753,2737.50775917
425626.91316,210945.795252,2738.60426323
425627.825589,210944.383867,2739.11853169
425627.604726,210942.396099,2738.87296988
425627.383863,210940.408332,2738.63563335
425627.163,210938.420564,2738.52893377
425626.736337,210936.477998,2738.33040163
425626.103881,210934.580632,2738.0069785
425625.471426,210932.683265,2737.68244208
425624.83897,210930.785898,2737.35679239
425624.325608,210928.858952,2737.14122437
425623.99681,210926.886164,2737.06970396
425623.668012,210924.913376,2737.00325429
425623.220704,210922.965237,2736.87252862
425622.735633,210921.024952,2736.72678658
425622.250561,210919.084667,2736.5667124
425622.042827,210917.18264,2736.53783887
425623.035105,210915.446154,2737.17326854
425624.027383,210913.709668,2737.80866455
425625.01966,210911.973181,2738.44402691
425626.378595,210910.539716,2739.27071537
425627.897109,210909.238133,2740.17432062
425629.415622,210907.936551,2741.05147866
425630.934135,210906.634968,2741.92502924
425632.791941,210906.25058,2742.97849445
425634.791941,210906.25058,2744.10296296
425636.791941,210906.25058,2745.22743147
425638.791941,210906.25058,2746.35189998
425640.279576,210905.539713,2747.21250804
425640.912032,210903.642346,2747.61768526
425641.544487,210901.744979,2748.00483318
425642.176943,210899.847613,2748.37845952
425642.809398,210897.950246,2748.79991666
425643.441854,210896.05288,2749.22971169
425645.053934,210894.948364,2750.17533337
425646.777802,210893.934324,2751.19081751
425648.501671,210892.920284,2752.21844767
425650.225539,210891.906243,2753.25943984
425651.949407,210890.892203,2754.30121665
425653.673276,210889.878163,2755.32574968
425655.397144,210888.864123,2756.38493909
425657.121013,210887.850082,2757.45821209
425658.898066,210887.449523,2758.51092474
425660.770724,210888.15177,2759.53166297
425662.643382,210888.854017,2760.60605544
425664.516041,210889.556264,2761.69409945
425666.378367,210890.285178,2762.80334675
425668.23532,210891.027959,2763.93301035
425670.092274,210891.77074,2765.05565951
425671.949227,210892.513522,2766.19103954
425673.806181,210893.256303,2767.33943816
425675.75444,210892.813371,2768.56309228
425677.703223,210892.363652,2769.77889131
425679.652005,210891.913933,2770.98641843
425681.600788,210891.464214,2772.2508862
425683.54957,210891.014495,2773.53260736
425685.399685,210890.373727,2774.75262569
425686.894504,210889.045,2775.79149172
425688.389322,210887.716272,2776.83414264
425689.884141,210886.387544,2777.8574649
425691.37896,210885.058817,2778.91040458
425692.86976,210883.72793,2779.97264525
425693.152603,210881.748031,2780.2500291
425693.435446,210879.768132,2780.55332518
425693.718288,210877.788233,2781.03053625
425692.640318,210876.14016,2780.55133269
425691.477842,210874.512693,2780.0340848
425690.315365,210872.885226,2779.53861028
425689.098335,210871.303973,2779.00504816
425687.684121,210869.88976,2778.31120047
425686.269908,210868.475546,2777.80637709
425684.855694,210867.061333,2777.34182715
425683.441481,210865.647119,2776.91755064
425682.027267,210864.232906,2776.53354757
425680.568052,210862.891506,2776.13708098
425678.670685,210862.259051,2775.1750135
425676.773318,210861.626595,2774.1652166
425674.875952,210860.99414,2773.13705056
425672.978585,210860.361684,2772.09051538
