Line,x_450000,y_5000000,G_DGM10m,lotzeit
profil_4_,424906.152445,211028.100633,2577.3531585,242.2
profil_4_,424906.779943,211026.201621,2577.39960226,239.5666666667
profil_4_,424907.407441,211024.302609,2577.44583656,236.9
profil_4_,424908.03494,211022.403597,2577.49186138,234.1166666667
profil_4_,424908.662438,211020.504585,2577.53767675,231.15
profil_4_,424909.289936,211018.605574,2577.59129839,228
profil_4_,424909.917434,211016.706562,2577.65134479,225
profil_4_,424910.544932,211014.80755,2577.71463401,221.3666666667
profil_4_,424911.172431,211012.908538,2577.77747092,217.6166666667
profil_4_,424911.799929,211011.009526,2577.83967361,213.8666666667
profil_4_,424912.427427,211009.110514,2577.88745668,209.8833333333
profil_4_,424913.054925,211007.211503,2577.92237723,205.8833333333
profil_4_,424913.682424,211005.312491,2577.96131836,202.9
profil_4_,424914.309922,211003.413479,2578.00428006,200
profil_4_,424914.93742,211001.514467,2578.05126234,196.75
profil_4_,424915.564918,210999.615455,2578.096884,193.5333333333
profil_4_,424916.192416,210997.716443,2578.12216373,190.5833333333
profil_4_,424916.819915,210995.817432,2578.14619249,187.6
profil_4_,424917.447413,210993.91842,2578.16897027,183.75
profil_4_,424918.074911,210992.019408,2578.19049708,179.9666666667
profil_4_,424918.702409,210990.120396,2578.21077291,177.7833333333
profil_4_,424919.329908,210988.221384,2578.22977185,175.55
profil_4_,424919.957406,210986.322372,2578.25294928,173.7833333333
profil_4_,424920.584904,210984.42336,2578.28071334,171.6666666667
profil_4_,424921.212402,210982.524349,2578.30754024,168.85
profil_4_,424921.8399,210980.625337,2578.33322672,166.2666666667
profil_4_,424922.467399,210978.726325,2578.33737855,164.3333333333
profil_4_,424923.094897,210976.827313,2578.33463479,163.4
profil_4_,424923.722395,210974.928301,2578.3358476,163.0333333333
profil_4_,424924.349893,210973.029289,2578.34101698,161.1166666667
profil_4_,424924.977392,210971.130278,2578.35014293,160.05
profil_4_,424925.60489,210969.231266,2578.35400169,159.9166666667
profil_4_,424926.232388,210967.332254,2578.34437264,159.6666666667
profil_4_,424926.859886,210965.433242,2578.33317259,160.0333333333
profil_4_,424927.487385,210963.53423,2578.32040156,160.8166666667
profil_4_,424928.004709,210961.602295,2578.26716338,160.6166666667
profil_4_,424928.522034,210959.670359,2578.21329049,160
profil_4_,424929.039358,210957.738423,2578.16414718,159.7333333333
profil_4_,424929.556683,210955.806488,2578.11834672,160.3
profil_4_,424930.074007,210953.874552,2578.07575711,161.0166666667
profil_4_,424930.591332,210951.942616,2578.03312859,161.25
profil_4_,424931.108657,210950.010681,2577.98930934,161.0166666667
profil_4_,424931.625981,210948.078745,2577.91824636,160.7833333333
profil_4_,424932.143306,210946.14681,2577.85035426,160.0333333333
profil_4_,424932.66063,210944.214874,2577.78579036,159.2833333333
profil_4_,424933.177955,210942.282938,2577.72455467,157.8833333333
profil_4_,424933.695279,210940.351003,2577.66664718,155.9333333333
profil_4_,424934.212604,210938.419067,2577.60702505,154.2833333333
profil_4_,424934.729929,210936.487131,2577.54463345,152.2333333333
profil_4_,424935.247253,210934.555196,2577.48009463,150.1166666667
profil_4_,424935.764578,210932.62326,2577.41340857,147.9833333333
profil_4_,424936.281902,210930.691324,2577.34457529,146.1833333333
profil_4_,424936.799227,210928.759389,2577.26749208,144.75
profil_4_,424937.316552,210926.827453,2577.1893487,143.5
profil_4_,424937.833876,210924.895518,2577.11452376,141.8666666667
profil_4_,424938.351201,210922.963582,2577.04301727,140.2666666667
profil_4_,424938.868525,210921.031646,2576.97482922,138.7666666667
profil_4_,424939.38585,210919.099711,2576.88978755,137.2166666667
profil_4_,424939.903174,210917.167775,2576.78079959,135.8833333333
profil_4_,424940.420499,210915.235839,2576.66479016,134.4333333333
profil_4_,424940.937824,210913.303904,2576.55066451,131.1166666667
profil_4_,424941.455148,210911.371968,2576.44004762,128.2333333333
profil_4_,424941.972473,210909.440033,2576.3368907,125.1833333333
profil_4_,424942.489797,210907.508097,2576.24301442,122.6833333333
profil_4_,424943.007122,210905.576161,2576.14658587,120.7333333333
profil_4_,424943.524446,210903.644226,2576.04760504,117.75
profil_4_,424944.041771,210901.71229,2575.94607193,114.0666666667
profil_4_,424944.559096,210899.780354,2575.84168618,111.1
profil_4_,424945.07642,210897.848419,2575.73545825,107.85
profil_4_,424945.593745,210895.916483,2575.63215837,105.1666666667
profil_4_,424946.111069,210893.984548,2575.53178653,102.0666666667
profil_4_,424946.628394,210892.052612,2575.43434273,98.5666666667
profil_4_,424947.145718,210890.120676,2575.33982696,94.8833333333
profil_4_,424947.663043,210888.188741,2575.2336038,91.1166666667
profil_4_,424948.180368,210886.256805,2575.12368877,87.5
profil_4_,424948.697692,210884.324869,2575.01087497,85.6
profil_4_,424949.215017,210882.392934,2574.89516241,84.0666666667
profil_4_,424949.732341,210880.460998,2574.7765511,82.4333333333
profil_4_,424950.249666,210878.529062,2574.66799538,81.3166666667
profil_4_,424950.766991,210876.597127,2574.55998913,80.1
profil_4_,424951.284315,210874.665191,2574.44951845,79.05
profil_4_,424951.80164,210872.733256,2574.33658334,77.7666666667
profil_4_,424952.318964,210870.80132,2574.22118379,75.75
